id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36979729,Rental unit in Montréal · ★5.0 · 2 bedrooms · 2 beds · 1 bath,20844652,Jonathan,,Ville-Marie,45.50435,-73.55787,Entire home/apt,299,3,34,2023-12-02,0.65,4,95,11,"304550, expires: 2024-04-30"
15506977,Rental unit in Montréal · ★4.97 · 2 bedrooms · 2 beds · 1 bath,99563821,Jesus Miguel,,Le Plateau-Mont-Royal,45.52518,-73.59673,Entire home/apt,97,31,129,2023-10-16,1.53,1,236,5,
51350831,Rental unit in Montréal · ★4.56 · 1 bedroom · 1 bed · 1.5 shared baths,7005376,Vincent,,Le Plateau-Mont-Royal,45.51851,-73.59027,Private room,25,31,84,2023-10-24,2.96,25,330,28,"000000, expires: 2026-09-01T02:44:29Z"
37985535,Condo in Montréal · ★4.70 · 2 bedrooms · 3 beds · 1 bath,288056459,Alexa,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47421,-73.60586,Entire home/apt,150,31,171,2023-10-16,3.32,8,46,36,
566905638292226318,Rental unit in Montréal · ★4.82 · 1 bedroom · 2 beds · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.51375,-73.57285,Entire home/apt,95,2,45,2023-12-10,2.05,20,165,25,"280980, expires: 2024-03-31"
775312496820881792,Rental unit in Montréal · ★4.61 · 2 bedrooms · 2 beds · 1 bath,258899198,爽,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48215,-73.62609,Entire home/apt,104,2,31,2023-11-02,3.44,1,72,31,"314932, expires: 2024-08-11T00:00:00Z"
990728891364264456,Rental unit in Montréal · ★New · 2 bedrooms · 2 beds · 1 bath,499420325,Juan,,Le Sud-Ouest,45.493561375035846,-73.56142049235487,Entire home/apt,103,1,0,,,12,124,0,"362008, expires: 2024-06-27"
27373433,Rental unit in Montréal · ★4.97 · 1 bedroom · 2 beds · 1 bath,76726037,Nancy,,Le Plateau-Mont-Royal,45.52123,-73.58834,Entire home/apt,123,32,31,2023-09-28,0.54,1,151,5,
18825457,Condo in Montréal · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,36351965,Jerome,,Le Plateau-Mont-Royal,45.52425,-73.5859,Private room,38,4,75,2023-11-12,0.95,4,42,41,"313084, expires: 2024-05-10"
513946219313818750,Condo in Montréal · ★4.91 · 1 bedroom · 1 bed · 1 bath,183940896,Vincent,,Le Plateau-Mont-Royal,45.52796,-73.59157,Entire home/apt,118,31,102,2023-12-10,4.35,1,0,43,"307861, expires: 2024-11-30"
564515680096633718,Rental unit in Montréal · ★4.63 · 1 bedroom · 1 bed · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.51364,-73.57144,Entire home/apt,99,2,39,2023-11-22,1.81,20,0,15,"280980, expires: 2024-03-31"
27636804,Rental unit in Montréal · ★4.90 · 1 bedroom · 1 bed · 1 bath,2145127,Scott,,Ville-Marie,45.51879,-73.55633,Entire home/apt,162,3,58,2023-11-13,0.90,2,275,5,"297537, expires: 2024-06-30"
910836955932431594,Condo in Montréal · 1 bedroom · 1 bed · 1 bath,28422885,Michel,,Rosemont-La Petite-Patrie,45.53109622132813,-73.61022818024361,Entire home/apt,72,31,1,2023-11-10,0.88,1,361,1,
768818711114992647,Condo in Montréal · 1 bedroom · 1 bed · 1 bath,489133489,Nicole,,Ville-Marie,45.49498,-73.5669,Entire home/apt,137,31,2,2023-09-23,0.51,1,243,2,
923769752248723070,Rental unit in Montréal · ★4.92 · 1 bedroom · 1 bed · 1 bath,132194983,Willson,,Rosemont-La Petite-Patrie,45.53803756454095,-73.60667923796547,Entire home/apt,145,1,24,2023-12-04,4.71,2,89,24,"314177, expires: 2024-06-27"
837085745173882821,Rental unit in Montréal · ★4.94 · 2 bedrooms · 2 beds · 1 bath,438027749,Xin,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.465669393459216,-73.61677121200582,Entire home/apt,74,1,32,2023-11-29,3.45,1,74,32,"300481, expires: 2024-10-31"
624826847220495389,Rental unit in Montréal · ★4.77 · 1 bedroom · 3 beds · 1 bath,412348812,Luisa,,Le Plateau-Mont-Royal,45.52476,-73.58462,Entire home/apt,105,1,39,2023-12-01,2.03,9,140,14,"307627, expires: 2024-07-31"
1029847543854635805,Rental unit in Montréal · ★4.86 · 1 bedroom · 1 bed · 1 bath,442112073,Anthony,,Le Plateau-Mont-Royal,45.5252,-73.58057,Entire home/apt,94,1,6,2023-12-09,6,20,0,6,"312020, expires: 2024-02-12"
31438643,Rental unit in Montréal · ★4.31 · Studio · 1 bed · 1 bath,114336380,Fred,,Le Plateau-Mont-Royal,45.52559,-73.58587,Entire home/apt,70,2,86,2023-11-10,1.46,7,3,41,"308201, expires: 2024-12-31"
849972183814188811,Condo in Montréal · ★4.93 · 2 bedrooms · 2 beds · 1 bath,504547692,Charles,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4655,-73.61546,Entire home/apt,79,1,26,2023-11-27,3.07,10,0,26,"300481, expires: 2024-10-31"
44176281,Condo in Montréal · ★5.0 · 1 bedroom · 1 bath,7979966,Mathieu,,Le Plateau-Mont-Royal,45.53428,-73.57768,Entire home/apt,130,31,5,2023-09-13,0.12,1,13,1,"312861, expires: 2024-04-18"
788520634671841867,Rental unit in Montréal · ★4.67 · Studio · 1 bed · 1 bath,57441707,K Ō Z Ē,,Le Plateau-Mont-Royal,45.5348478566958,-73.57283688869288,Entire home/apt,66,31,3,2023-08-19,0.26,7,177,3,
168331,Rental unit in Montréal · ★4.91 · 2 bedrooms · 2 beds · 1 bath,604849,Martin,,Le Plateau-Mont-Royal,45.528431,-73.578979,Entire home/apt,247,2,618,2023-11-28,4.15,3,59,64,"291093, expires: 2024-01-31"
945505242721052036,Home in Montreal · 2 bedrooms · 3 beds · 3 baths,21143920,J.F.,,Le Sud-Ouest,45.48827,-73.57603,Entire home/apt,167,31,2,2023-10-07,0.59,1,221,2,
19764537,Rental unit in Montréal · ★4.91 · 3 bedrooms · 4 beds · 2 baths,24290215,Yann,,Le Plateau-Mont-Royal,45.52053,-73.59402,Entire home/apt,212,2,128,2023-11-12,1.64,19,247,39,"295227, expires: 2023-12-31"
649422544108537743,Rental unit in Montréal · ★4.65 · 1 bedroom · 2 beds · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.51384,-73.57125,Entire home/apt,98,2,17,2023-09-04,0.97,20,305,8,"280980, expires: 2024-03-31"
4580191,Condo in Montreal · ★4.84 · 1 bedroom · 2 beds · 1 bath,23738150,Tiziano,,Ville-Marie,45.51024,-73.55477,Entire home/apt,185,31,202,2023-08-14,1.94,4,55,15,
549281458344446340,Rental unit in Montréal · ★4.69 · 2 bedrooms · 3 beds · 1.5 baths,438077118,Jeremie,,Ville-Marie,45.50629,-73.56237,Entire home/apt,230,31,67,2023-11-25,3.05,11,309,21,"300477, expires: 2024-10-31"
46796000,Rental unit in Montréal · ★4.75 · 1 bedroom · 2 beds · 1 bath,83104201,Miguel,,Le Plateau-Mont-Royal,45.52575,-73.57707,Entire home/apt,87,1,118,2023-12-03,3.47,1,236,52,"297689, expires: 2024-01-31"
52964913,Loft in Montréal · ★4.81 · 1 bedroom · 1 bed · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.523,-73.57842,Entire home/apt,110,2,42,2023-11-12,1.69,20,192,15,"306096, expires: 2024-07-31"
585345527084808488,Rental unit in Montréal · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,123977554,Espace,,Le Plateau-Mont-Royal,45.51372,-73.57268,Entire home/apt,110,2,33,2023-11-05,1.58,20,192,15,"280980, expires: 2024-03-31"
816659619533371019,Rental unit in Montréal · ★4.77 · 1 bedroom · 2 beds · 1 bath,15200840,Carli,,Le Plateau-Mont-Royal,45.5246820182223,-73.58373722612129,Entire home/apt,96,2,62,2023-12-10,5.92,29,351,62,"309196, expires: 2024-03-31"
679086826402759601,Rental unit in Montréal · ★4.61 · 1 bedroom · 1 bed · 1 bath,5549836,Tobin,,Le Plateau-Mont-Royal,45.5274560748244,-73.60620740801096,Entire home/apt,139,1,54,2023-11-25,3.23,1,164,40,"313207, expires: 2024-05-10T20:58:20Z"
770305167893788647,Rental unit in Montréal · ★4.85 · 2 bedrooms · 2 beds · 1 bath,161901103,Tommy,,Le Plateau-Mont-Royal,45.5168356,-73.58986949999999,Entire home/apt,100,2,25,2023-12-10,2.16,1,0,25,"314684, expires: 2024-07-25T23:32:31Z"
52965653,Rental unit in Montréal · ★4.71 · 1 bedroom · 1 bed · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.52342,-73.5786,Entire home/apt,107,2,14,2023-07-27,0.58,20,203,1,"306096, expires: 2024-07-31"
52965851,Loft in Montréal · ★4.77 · Studio · 1 bed · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.52276,-73.5802,Entire home/apt,113,2,52,2023-11-19,2.09,20,209,11,"306096, expires: 2024-07-31"
53032153,Rental unit in Montréal · ★4.60 · 2 bedrooms · 2 beds · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.51369,-73.57272,Entire home/apt,129,2,49,2023-12-03,1.97,20,0,20,"280980, expires: 2024-03-31"
45299006,Rental unit in Montréal · ★4.91 · 3 bedrooms · 5 beds · 1 bath,366095234,Sam,,Le Plateau-Mont-Royal,45.525325299242716,-73.58791791917025,Entire home/apt,153,1,76,2022-12-29,1.91,8,9,1,"290205, expires: 2024-12-11"
995753709136855251,Rental unit in Montréal · ★New · 1 bedroom · 2 beds · 1 bath,402051730,Robinson,,Ville-Marie,45.50864229219186,-73.55998880258079,Entire home/apt,68,31,0,,,2,240,0,
657212605428217608,Home in Montréal · ★4.73 · 3 bedrooms · 5 beds · 2.5 baths,366095234,Sam,,Ville-Marie,45.50978755772518,-73.55185022736212,Entire home/apt,499,1,55,2023-11-26,3.08,8,52,14,"228200, expires: 2024-06-21"
15272723,Rental unit in Montréal · ★4.45 · 1 bedroom · 1 bed · 1 bath,15935760,Erol & Jay,,Le Plateau-Mont-Royal,45.50771,-73.57411,Entire home/apt,81,1,299,2023-10-28,3.41,20,0,21,"294006, expires: 2024-03-31"
628225995418689898,Rental unit in Montréal · ★4.83 · 2 bedrooms · 2 beds · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.51374,-73.57239,Entire home/apt,137,2,35,2023-11-19,1.84,20,181,16,"280980, expires: 2024-03-31"
793787156024495928,Condo in Montréal · ★4.71 · 1 bedroom · 4 beds · 1 bath,471111297,Mladen,,Rosemont-La Petite-Patrie,45.53312020000001,-73.6063789,Entire home/apt,105,4,14,2023-08-21,1.26,1,124,14,"316597, expires: 2024-11-20"
52965667,Rental unit in Montréal · ★4.89 · 1 bedroom · 2 beds · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.52356,-73.57933,Entire home/apt,120,2,36,2023-11-24,1.51,20,183,10,"306096, expires: 2024-07-31"
841420969671930932,Rental unit in Montréal · ★4.55 · 1 bedroom · 1 bed · 1 bath,178891274,Karina,,Le Plateau-Mont-Royal,45.53250173265013,-73.57471853626531,Entire home/apt,72,31,11,2023-10-04,1.19,4,131,11,
2611791,Rental unit in Montreal · 1 bedroom · 1 bed · 1 bath,387422,Service,,Le Sud-Ouest,45.49142,-73.56152,Entire home/apt,90,31,1,2018-09-24,0.02,18,364,0,
632640875012686823,Rental unit in Montréal · ★4.82 · 2 bedrooms · 2 beds · 1 bath,147963255,Jérôme,,Le Plateau-Mont-Royal,45.53313,-73.58066,Entire home/apt,305,2,55,2023-11-26,3.07,6,332,31,"309432, expires: 2024-03-31"
871777316867686889,Condo in Montréal · ★4.98 · Studio · 1 bed · 1 bath,510512791,Rogelio,,Ville-Marie,45.5121772,-73.5621166,Entire home/apt,106,2,46,2023-12-10,6.24,2,113,46,"312888, expires: 2024-05-08"
47457385,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,38459934,Corporate Stays,,Ville-Marie,45.50522,-73.56315,Entire home/apt,142,31,0,,,138,84,0,
49380284,Place to stay in Montréal · ★4.75 · 1 bedroom · 1 bed · 1 bath,27953572,David,,Ville-Marie,45.49132,-73.57778,Entire home/apt,135,32,4,2022-01-09,0.14,8,365,0,
38641612,Serviced apartment in Montréal · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,66405887,June,,Ville-Marie,45.49575,-73.56932,Entire home/apt,135,180,4,2022-10-19,0.08,1,71,0,
989407615550998768,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,499229409,Sam,,Ville-Marie,45.51120399433219,-73.56081748509213,Entire home/apt,97,2,2,2023-11-08,0.87,10,287,2,"341201, expires: 2024-08-31"
900184445135193937,Home in Montréal · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,105348979,Lcm,,Le Plateau-Mont-Royal,45.53631,-73.58337,Entire home/apt,386,2,17,2023-11-25,3.05,1,213,17,"313789, expires: 2024-05-25"
18237872,Rental unit in Montréal · ★4.25 · 1 bedroom · 1 bed · 1 bath,387422,Service,,Ville-Marie,45.5064,-73.56825,Entire home/apt,77,31,4,2022-10-09,0.05,18,359,0,
52964940,Loft in Montréal · ★4.70 · Studio · 1 bed · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.52123,-73.57856,Entire home/apt,113,2,46,2023-10-08,1.85,20,185,6,"306096, expires: 2024-07-31"
5668201,Rental unit in Montréal · ★4.93 · 4 bedrooms · 5 beds · 2 baths,24290215,Yann,,Le Plateau-Mont-Royal,45.52578757397151,-73.58403324901137,Entire home/apt,223,2,185,2023-11-24,1.74,19,235,39,"286731, expires: 2024-08-31"
52965682,Rental unit in Montréal · ★4.86 · 1 bedroom · 2 beds · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.52141,-73.58026,Entire home/apt,114,2,41,2023-11-11,2.00,20,0,25,"306096, expires: 2024-07-31"
48130925,Rental unit in Montréal · ★4.73 · 1 bedroom · 2 beds · 1 bath,487327,Louis,,Le Plateau-Mont-Royal,45.52270030973514,-73.5784999243737,Entire home/apt,84,2,91,2023-12-10,2.66,57,340,44,"302988, expires: 2024-09-30"
620455396590870725,Rental unit in Montréal · 2 bedrooms · 2 beds · 2 baths,66340481,Daniel,,Ville-Marie,45.50473,-73.56184,Entire home/apt,139,31,1,2022-09-19,0.07,41,136,0,
4579838,Rental unit in Montreal · ★4.87 · 2 bedrooms · 3 beds · 1 bath,23738150,Tiziano,,Ville-Marie,45.51046,-73.55474,Entire home/apt,225,31,174,2023-11-18,1.62,4,179,19,
938493588898492212,Rental unit in Montréal · ★3.0 · 1 bedroom · 1 bed · 1 bath,512026913,Rovern,,Ville-Marie,45.53154017096772,-73.56160421198761,Entire home/apt,49,31,3,2023-08-27,0.69,8,34,3,
22647519,Rental unit in Montréal · ★4.72 · 2 bedrooms · 2 beds · 1.5 baths,166593129,Jacques,,Ville-Marie,45.52251,-73.56051,Entire home/apt,119,32,47,2023-07-03,0.66,2,140,3,
4022050,Condo in Montreal · ★4.86 · 2 bedrooms · 2 beds · 1 bath,1245701,Thierry,,Le Plateau-Mont-Royal,45.52831268310547,-73.5782470703125,Entire home/apt,183,3,95,2023-11-19,0.85,1,282,22,"311379, expires: 2024-12-03"
5319105,Rental unit in Montreal · ★4.89 · 2 bedrooms · 3 beds · 1 bath,23738150,Tiziano,,Ville-Marie,45.51172,-73.55338,Entire home/apt,215,31,228,2023-08-10,2.16,4,147,19,
5511908,Rental unit in Montréal · ★4.42 · Studio · 1 bed · 1 bath,6312297,Katherine,,Le Plateau-Mont-Royal,45.52716,-73.57465,Entire home/apt,48,32,31,2023-08-01,0.30,14,365,2,
1033916262026411798,Serviced apartment in Montréal · ★New · 1 bedroom · 1 bed · 1 bath,436305011,Winston,,Ville-Marie,45.50867197504131,-73.56191489831293,Entire home/apt,96,31,0,,,16,61,0,
879773543905916003,Condo in Montreal · ★4.95 · 3 bedrooms · 4 beds · 1 bath,252195729,Alex,,Le Plateau-Mont-Royal,45.50884,-73.57248,Entire home/apt,161,2,38,2023-11-26,5.45,13,0,38,"134223, expires: 2024-05-10"
52964930,Rental unit in Montréal · ★4.92 · 1 bedroom · 1 bed · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.52201,-73.57812,Entire home/apt,107,2,24,2023-11-10,1.10,20,203,11,"306096, expires: 2024-07-31"
6309620,Rental unit in Montréal · ★4.90 · 2 bedrooms · 2 beds · 1 bath,15736663,Myriam,,Ville-Marie,45.50449,-73.5625,Entire home/apt,378,1,49,2023-11-26,0.48,14,0,13,"221311, expires: 2024-04-30"
989402327916411351,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,499229409,Sam,,Ville-Marie,45.509345324719796,-73.5613382913607,Entire home/apt,97,2,2,2023-10-26,1.13,10,0,2,"341201, expires: 2024-08-31"
6805517,Rental unit in Montréal · ★4.68 · Studio · 1 bed · 1 bath,6312297,Katherine,,Le Plateau-Mont-Royal,45.52716,-73.57465,Entire home/apt,48,32,19,2023-08-20,0.19,14,283,1,
35276928,Condo in Montréal · ★4.92 · 2 bedrooms · 3 beds · 1 bath,71009465,Irina,,Ville-Marie,45.51803207397461,-73.55796813964844,Entire home/apt,92,1,52,2023-12-02,0.97,1,64,28,"315065, expires: 2024-09-24"
783484280967294761,Condo in Montréal · ★4.71 · 2 bedrooms · 3 beds · 1 bath,17773643,CasaMTL,,Ville-Marie,45.51965035331733,-73.55656259377078,Entire home/apt,126,31,14,2023-09-17,1.29,1,180,14,
45563492,Rental unit in Montréal · ★4.86 · 1 bedroom · 1 bed · 1 bath,119617572,Alain,,Le Plateau-Mont-Royal,45.51839,-73.58245,Entire home/apt,88,1,66,2023-12-07,1.74,6,150,40,"296087, expires: 2024-04-30"
515201600872159590,Rental unit in Montreal · ★4.88 · 1 bedroom · 1 bed · 1 bath,7250257,Stewie,,Le Plateau-Mont-Royal,45.5252,-73.59806,Entire home/apt,50,90,8,2023-12-10,0.37,18,220,4,
21090217,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,387422,Service,,Ville-Marie,45.51154,-73.55061,Entire home/apt,90,90,0,,,18,364,0,
968849372791555423,Rental unit in Montréal · ★5.0 · 3 bedrooms · 4 beds · 3 baths,11755712,M&C,,Ville-Marie,45.50501,-73.55521,Entire home/apt,699,3,3,2023-11-19,1.23,2,303,3,"314833, expires: 2024-08-03"
25776378,Rental unit in Montréal · ★4.87 · 2 bedrooms · 3 beds · 1 bath,487327,Louis,,Rosemont-La Petite-Patrie,45.53037,-73.61052,Entire home/apt,95,28,194,2023-11-27,2.89,57,333,42,"297515, expires: 2024-04-30"
28611033,Loft in Montréal · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,20844652,Jonathan,,Le Plateau-Mont-Royal,45.5326,-73.58447,Entire home/apt,288,3,19,2022-08-30,0.30,4,247,0,"304204, expires: 2024-03-31"
1034789801481064166,Rental unit in Montréal · ★New · 2 bedrooms · 2 beds · 1 bath,3070407,Sarah And Miguel,,Ville-Marie,45.510223287303276,-73.5617149229626,Entire home/apt,161,2,0,,,3,215,0,"316684, expires: 2024-11-23"
929967524755520719,Rental unit in Montréal · ★4.64 · 1 bedroom · 1 bed · 1 bath,442112073,Anthony,,Le Plateau-Mont-Royal,45.52316,-73.58117,Entire home/apt,96,1,47,2023-12-08,9.04,20,353,47,"312020, expires: 2024-02-12"
781891966757226857,Rental unit in Montréal · ★4.63 · 1 bedroom · 2 beds · 1 bath,491433193,Raimondas,,Le Plateau-Mont-Royal,45.51056,-73.5706,Entire home/apt,149,1,68,2023-12-09,5.62,1,67,68,"480486, expires: 2024-09-01"
807407887318456592,Rental unit in Montréal · ★4.92 · 1 bedroom · 1 bed · 1 bath,496816855,Teddy,,Ville-Marie,45.5122706,-73.562195,Entire home/apt,121,2,38,2023-11-20,3.74,1,0,38,"312399, expires: 2024-03-27T00:00:00Z"
53178221,Condo in Montréal · 1 bedroom · 1 bed · 1 bath,377785424,Noah,,Ville-Marie,45.4962,-73.56776,Entire home/apt,95,136,1,2021-11-11,0.04,1,358,0,
23925765,Rental unit in Montréal · ★4.93 · 2 bedrooms · 2 beds · 1 bath,179860891,John & Danielle,,Rosemont-La Petite-Patrie,45.53611,-73.59701,Entire home/apt,120,31,41,2023-12-01,0.61,1,179,5,
742933071904062956,Condo in Montréal · ★4.85 · 2 bedrooms · 2 beds · 1 bath,39159902,José,,Le Plateau-Mont-Royal,45.5257697,-73.5771071,Entire home/apt,190,1,78,2023-12-04,5.71,1,240,71,"311137, expires: 2024-10-18T18:53:10Z"
979601513968899467,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,525067233,Appt,,Ville-Marie,45.49220262475309,-73.58626895107378,Entire home/apt,85,90,0,,,30,125,0,
9918614,Rental unit in Montréal · ★4.85 · 2 bedrooms · 2 beds · 1 bath,4462156,Florence Et France,,Ville-Marie,45.52154,-73.55915,Entire home/apt,100,119,20,2019-12-24,0.22,8,316,0,
26843400,Rental unit in Montréal · ★4.38 · 1 bedroom · 2 beds · 1 bath,44734592,Jade,,Le Plateau-Mont-Royal,45.53589,-73.57181,Entire home/apt,75,31,32,2020-03-08,0.49,1,62,0,
626679228673012093,Condo in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,459056568,Sarah,,Rosemont-La Petite-Patrie,45.54017,-73.6016,Entire home/apt,182,3,36,2023-11-13,2.02,1,127,13,"315396, expires: 2024-09-28"
46376772,Rental unit in Montréal · ★4.32 · 1 bedroom · 2 beds · 1 bath,14090508,Emma-Lou,,Le Plateau-Mont-Royal,45.52566,-73.60204,Entire home/apt,120,31,44,2023-01-02,1.19,1,177,1,
625568826649980818,Rental unit in Montréal · ★4.80 · 3 bedrooms · 8 beds · 2 baths,412348812,Luisa,,Le Plateau-Mont-Royal,45.52515,-73.58684,Entire home/apt,166,1,121,2023-12-09,6.52,9,0,85,"307627, expires: 2024-07-31"
13708555,Rental unit in Montréal · ★5.0 · 2 bedrooms · 2 beds · 2 baths,80023904,Duane,,Ville-Marie,45.52248,-73.5568,Entire home/apt,100,31,13,2023-07-03,0.17,1,291,1,
7395846,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,387422,Service,,Ville-Marie,45.51199,-73.55092,Entire home/apt,120,90,0,,,18,364,0,
31099711,Loft in Montréal · ★4.81 · 1 bedroom · 1 bed · 1 bath,54351766,Marie,,Rosemont-La Petite-Patrie,45.52985,-73.61104,Entire home/apt,145,31,32,2023-01-02,0.57,1,161,1,
54344672,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,439424393,Yassine,,Ville-Marie,45.5121002,-73.5593226,Entire home/apt,123,31,0,,,1,364,0,
45617542,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,119617572,Alain,,Le Plateau-Mont-Royal,45.51891,-73.58246,Entire home/apt,189,31,13,2023-09-10,0.36,6,223,3,
806035621514270288,Rental unit in Montréal · ★4.75 · 5 bedrooms · 9 beds · 2 baths,252195729,Alex,,Le Plateau-Mont-Royal,45.51033,-73.57402,Entire home/apt,392,2,7,2023-12-03,0.68,13,0,7,"134223, expires: 2024-05-10"
989348719654204230,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,499229409,Sam,,Ville-Marie,45.51127926047134,-73.56090854263162,Entire home/apt,97,2,2,2023-11-08,1.18,10,287,2,"341201, expires: 2024-08-31"
24537425,Loft in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,185354813,François,,Le Plateau-Mont-Royal,45.52897,-73.57567,Entire home/apt,244,2,13,2023-11-12,0.19,1,168,6,"297608, expires: 2024-04-19"
1011869679995398504,Rental unit in Montréal · ★New · 3 bedrooms · 4 beds · 1 bath,403078168,Charlotte,,Rosemont-La Petite-Patrie,45.54184649637203,-73.58506909919237,Entire home/apt,,31,0,,,1,130,0,
949460833349148603,Rental unit in Montréal · ★4.67 · 1 bedroom · 1 bed · 1 bath,499229409,Sam,,Ville-Marie,45.50950175574988,-73.56249547510284,Entire home/apt,97,2,11,2023-11-29,2.82,10,0,11,"310496, expires: 2024-08-31"
688565247052214573,Rental unit in Montréal · ★4.53 · 4 bedrooms · 4 beds · 2 baths,213410310,Mgt,,Le Plateau-Mont-Royal,45.5365,-73.56395,Entire home/apt,118,2,54,2023-12-02,3.37,2,0,42,"312936, expires: 2024-04-20"
48950246,Condo in Montréal · ★4.66 · 1 bedroom · 1 bath,392841344,Yang,,Ville-Marie,45.51093,-73.56774,Entire home/apt,79,1,122,2023-12-03,3.77,1,304,28,"305017, expires: 2024-10-03"
637179581146516240,Condo in Montréal · ★5.0 · 3 bedrooms · 3 beds · 2 baths,461437869,Matthew,,Ville-Marie,45.50572,-73.56583,Entire home/apt,273,31,4,2023-08-11,0.22,1,363,1,"778392, expires: 2024-10-31T02:35:39Z"
892261089291579098,Rental unit in Montreal · ★New · 2 bedrooms · 2 beds · 1 bath,2257700,Solenne,,Rosemont-La Petite-Patrie,45.54115630593127,-73.5929274559021,Entire home/apt,109,31,0,,,1,295,0,
52964926,Rental unit in Montréal · ★4.90 · 2 bedrooms · 2 beds · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.52325,-73.58005,Entire home/apt,147,2,50,2023-11-10,2.02,20,0,16,"306096, expires: 2024-07-31"
788561158895780214,Rental unit in Montréal · ★4.73 · Studio · 1 bed · 1 bath,242990565,Elimane,,Ville-Marie,45.5122706,-73.562195,Entire home/apt,120,1,40,2023-12-04,3.76,1,262,40,"311784, expires: 2024-02-16"
52965857,Rental unit in Montréal · ★4.88 · Studio · 1 bed · 1 bath,123977554,Espace,,Le Plateau-Mont-Royal,45.52169,-73.58023,Entire home/apt,264,31,64,2023-09-26,2.65,20,106,11,
915298233564101326,Rental unit in Montréal · ★4.59 · 1 bedroom · 2 beds · 1 bath,15200840,Carli,,Ville-Marie,45.4955036103279,-73.5916112822508,Entire home/apt,89,2,29,2023-12-01,5.34,29,355,29,"313160, expires: 2024-05-08"
850091526603034359,Condo in Montréal · ★4.88 · 2 bedrooms · 2 beds · 1 bath,504547692,Charles,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46408307961764,-73.61465769264973,Entire home/apt,81,1,24,2023-12-03,3.04,10,0,24,"300481, expires: 2024-10-31"
1041694570799881975,Rental unit in Montréal · ★New · 1 bedroom · 1 bed · 1 bath,499229409,Sam,,Ville-Marie,45.509665369139675,-73.56235378167881,Entire home/apt,121,2,0,,,10,353,0,"341022, expires: 2024-07-31"
943006908419209731,Rental unit in Montréal · ★5.0 · 2 bedrooms · 2 beds · 1 bath,504547692,Charles,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46512,-73.61649,Entire home/apt,76,1,6,2023-11-12,1.71,10,70,6,"300481, expires: 2024-10-31"
48604291,Condo in Montréal · ★4.84 · 2 bedrooms · 3 beds · 1 bath,392107549,Nelly,,Ville-Marie,45.51143,-73.56819,Entire home/apt,199,31,76,2023-06-14,2.71,2,89,20,
649251107174389310,Rental unit in Montréal · ★4.70 · 3 bedrooms · 3 beds · 2 baths,316813523,Stanzia,,Ville-Marie,45.503,-73.57879,Entire home/apt,220,2,70,2023-12-03,4.05,13,102,49,"312728, expires: 2024-04-18"
905942363840329177,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,13648338,Nader,,Ville-Marie,45.51933720600048,-73.56434054758202,Private room,44,31,2,2023-11-06,0.41,10,364,2,
778210505242332221,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,490830094,Mohamad,,Ville-Marie,45.51175975774185,-73.56316329897642,Entire home/apt,118,31,2,2023-09-30,0.22,1,39,2,
