id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
938766476977763367,Rental unit in Montreal · 2 bedrooms · 3 beds · 1 bath,490029277,Mike,,Le Sud-Ouest,45.47887,-73.57935,Entire home/apt,223,31,0,,,3,324,0,
621928520533143845,Condo in Montréal · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,130498390,JianLong,,Mont-Royal,45.52374,-73.62139,Private room,119,32,18,2023-08-12,0.97,7,181,3,
892282401828158302,Rental unit in Montréal · ★4.33 · 3 bedrooms · 4 beds · 2 baths,514946918,Sheikh,,Le Sud-Ouest,45.47406640909749,-73.58920488506556,Entire home/apt,500,1,12,2023-11-12,1.74,1,321,12,"313442, expires: 2024-11-05"
691335255781139258,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,38459934,Corporate Stays,,Saint-Laurent,45.50084,-73.70553,Entire home/apt,120,31,1,2023-02-11,0.10,138,88,1,
691335207457841931,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,38459934,Corporate Stays,,Saint-Laurent,45.50296,-73.70542,Entire home/apt,120,31,0,,,138,58,0,
933493142889939855,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,523304043,Zeqing,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48404,-73.62556,Private room,36,31,0,,,6,255,0,
954611103413107340,Home in Hampstead · 1 bedroom · 1 bed · 1 private bath,524837087,Jean,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.480808476998234,-73.62857866602951,Private room,79,31,1,2023-08-15,0.25,2,270,1,
583148202922717345,Rental unit in Montréal · ★4.75 · 1 bedroom · 1 bed · 1 private bath,401619782,Soha,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49543,-73.60778,Private room,65,1,52,2023-11-05,2.76,5,349,31,"312961, expires: 2024-04-20"
1009539282272656240,Rental unit in Montréal · ★New · 1 bedroom · 1 bed · 1 bath,387016923,Lili,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49662,-73.61959,Private room,38,31,0,,,1,269,0,
995845767185289542,Rental unit in Montréal · ★New · 1 bedroom · 1 bed · 1 shared bath,47060430,Geraldine,,Pierrefonds-Roxboro,45.47845607564209,-73.86843790698268,Private room,24,31,0,,,3,269,0,
26751909,Rental unit in Montréal · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,24773796,Mounir,,Ahuntsic-Cartierville,45.53179,-73.68098,Entire home/apt,115,31,15,2019-09-08,0.23,2,365,0,
25026458,Rental unit in Montréal · ★3.50 · 2 bedrooms · 2 beds · 1 bath,1980685,Chad,,Saint-Laurent,45.52179,-73.6783,Entire home/apt,119,31,4,2022-11-18,0.06,2,365,0,
5469892,Vacation home in Montréal · 3 bedrooms · 3 beds · 2 baths,28370252,Desislava,,Ahuntsic-Cartierville,45.52825,-73.73077,Entire home/apt,414,1,1,2023-08-20,0.26,4,89,1,"314880, expires: 2024-08-07"
42972702,Rental unit in Montréal · ★4.87 · 2 bedrooms · 3 beds · 1 bath,487327,Louis,,Le Plateau-Mont-Royal,45.52235,-73.60145,Entire home/apt,88,2,118,2023-11-12,2.93,57,0,37,"300301, expires: 2024-01-31"
43220470,Rental unit in Montréal · ★4.79 · 2 bedrooms · 2 beds · 1 bath,487327,Louis,,Le Plateau-Mont-Royal,45.52242,-73.60131,Entire home/apt,94,2,127,2023-11-28,3.26,57,0,44,"300301, expires: 2024-01-31"
926856988808841749,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,523304043,Zeqing,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48275844493877,-73.62569110945873,Private room,29,32,2,2023-10-25,0.67,6,268,2,
19071539,Home in Montréal · ★5.0 · 1 bedroom · 1 bed · 2.5 shared baths,13337147,Aurélie & Randy,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47291,-73.62274,Private room,96,32,22,2021-09-06,0.28,4,90,0,
35283282,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,265632776,Howard,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47464,-73.61101,Private room,75,32,15,2022-08-12,0.27,3,40,0,
46179780,Rental unit in Montréal · ★4.57 · 1 bedroom · 1 bed · 1 private bath,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49371,-73.62458,Private room,85,31,7,2022-06-17,0.18,43,365,0,
691335352789115291,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,38459934,Corporate Stays,,Saint-Laurent,45.50267,-73.70596,Entire home/apt,149,31,0,,,138,88,0,
39890748,Home in Côte Saint-Luc · 9 bedrooms · 9 beds · 7.5 baths,17037164,Charles,,Côte-Saint-Luc,45.48127,-73.66751,Entire home/apt,657,90,0,,,1,263,0,
859568927445694741,Rental unit in Montréal · 1 bedroom · 1 bed · 2 shared baths,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49614655628829,-73.62050075906747,Private room,115,31,1,2023-05-26,0.15,43,365,1,
772639007753706277,Rental unit in Montréal · ★3.80 · 1 bedroom · 1 bed · 2 shared baths,247451381,十娘,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.484,-73.62562,Private room,39,31,5,2023-06-21,0.42,18,365,5,
1015915567857233138,Rental unit in Montréal · ★New · 2 bedrooms · 2 beds · 1 bath,149625631,Plateau,,Le Plateau-Mont-Royal,45.52256,-73.60497,Entire home/apt,115,2,0,,,9,321,0,"297245, expires: 2024-03-31"
926853360904534349,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,523304043,Zeqing,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.481951116958214,-73.6261203194829,Private room,36,31,2,2023-11-05,0.62,6,269,2,
862143988340963124,Rental unit in Montréal · 1 bedroom · 1 bed · 3 shared baths,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49706212743536,-73.61967913944049,Private room,102,31,0,,,43,365,0,
643569271099274017,Rental unit in Montréal · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,92879529,Ursula,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4643,-73.62452,Private room,60,31,6,2022-09-17,0.33,1,89,0,
982372621738837954,Home in Montréal · 1 bedroom · 1 bed · 1 shared bath,329961598,Malick,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.496546927461274,-73.62521923769835,Private room,50,32,1,2023-11-26,1,8,269,1,
869530788246409461,Rental unit in Montréal · ★3.50 · 3 bedrooms · 1 bed · 3 shared baths,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49695,-73.62268,Private room,138,31,4,2023-09-01,0.75,43,365,4,
916699565298314882,Rental unit in Montréal · 1 bedroom · 2 beds · 3 baths,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49622630596721,-73.62232973931977,Private room,178,31,0,,,43,365,0,
869394485794801524,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,271809442,Moh,,Rosemont-La Petite-Patrie,45.57571922174807,-73.57382263458624,Private room,34,32,3,2023-11-20,0.55,4,364,3,
856136,Rental unit in Montreal · ★4.33 · 1 bedroom · 1 bed,3176181,Pierre-Marc,,Rosemont-La Petite-Patrie,45.54706,-73.59011,Private room,48,31,6,2023-02-12,0.38,2,365,2,
924749368867618692,Rental unit in Montréal · 1 bedroom · 1 bed · 3 baths,510569116,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.496569764973636,-73.62037819975868,Private room,53,13,0,,,15,365,0,"532641, expires: 2024-08-27"
1030913276502099807,Home in Montréal · ★New · 1 bedroom · 1 bed · 1 bath,47060430,Geraldine,,Pierrefonds-Roxboro,45.45821,-73.90048,Private room,47,1,0,,,3,79,0,"313949, expires: 2024-07-09"
740484250150709174,Rental unit in Hampstead · 1 bedroom · 1 bed · 1 bath,104551495,Zhen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47886,-73.63039,Private room,73,31,0,,,1,263,0,
886004499350793597,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 3 baths,510569116,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.496861872532094,-73.61963249583641,Private room,39,31,4,2023-08-27,0.60,15,365,4,
936144702476532253,Rental unit in Montréal · 1 bedroom · 1 bed · 1 shared bath,523304043,Zeqing,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48407014836791,-73.62609783601948,Private room,34,32,0,,,6,269,0,
42090457,Home in Montréal · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,329961598,Malick,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49561,-73.62318,Private room,47,31,8,2023-10-01,0.18,8,355,5,
1043053077130885363,Rental unit in Montréal · ★New · 1 bedroom · 1 bath,469704206,Mohammad Azizur,,Verdun,45.46610697254386,-73.56578962899454,Private room,80,1,0,,,3,270,0,"314206, expires: 2024-07-02T23:00:00Z"
45794586,Rental unit in Montréal · ★4.23 · 1 bedroom · 1 bed · 1 private bath,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49381,-73.62536,Private room,65,32,13,2023-06-01,0.34,43,365,1,
909977942599140054,Serviced apartment in Montréal · ★5.0 · Studio · 1 bed · 1 bath,382302742,Valérie,,Ville-Marie,45.5084715,-73.5596446,Entire home/apt,108,1,21,2023-12-04,4.14,24,131,21,"305696, expires: 2024-04-30"
561659355492128690,Rental unit in Montréal · ★4.33 · Studio · 1 bed · 1 bath,195501369,Julio,,Ville-Marie,45.50373,-73.58429,Entire home/apt,51,31,3,2023-05-02,0.14,72,101,2,
864137545332599133,Rental unit in Montréal · 1 bedroom · 1 bed · 3 shared baths,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4978901641798,-73.61997299430773,Private room,45,31,1,2023-05-20,0.14,43,365,1,
950660537308986421,Rental unit in Montréal · 1 bedroom · 2 beds · 3 baths,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49686805832335,-73.62145573057944,Private room,193,3,0,,,43,270,0,"436122, expires: 2024-08-29T00:00:00Z"
872021175024393013,Rental unit in Montréal · 1 bedroom · 1 bed · 3 baths,510569116,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49633727791896,-73.62005260629512,Private room,49,13,2,2023-11-30,0.37,15,364,2,"532641, expires: 2024-08-27"
830827313217416851,Rental unit in Montréal · 1 bedroom · 1 bed · 3 shared baths,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49212376207608,-73.6242135764707,Private room,48,31,2,2023-10-29,0.24,43,365,2,
25266164,Rental unit in Montréal · ★4.62 · 3 bedrooms · 4 beds · 1.5 baths,58076590,Berish,,Le Plateau-Mont-Royal,45.52334,-73.60409,Entire home/apt,206,1,162,2023-10-22,2.41,23,0,12,"298353, expires: 2024-09-30"
859608182544772765,Rental unit in Montréal · 1 bedroom · 1 bed · 1 shared bath,507982608,Sul,,Rosemont-La Petite-Patrie,45.56297639330789,-73.57890855866499,Private room,50,31,0,,,1,89,0,
898775502637774870,Rental unit in Montréal · 1 bedroom · 1 bath,183935724,Sterna,,Ville-Marie,45.51196843412406,-73.55839109002635,Entire home/apt,50,31,1,2023-07-15,0.20,8,129,1,
30503134,Hostel in Montreal · ★4.69 · 1 bedroom · 2 beds · 1 shared bath,4238907,Eloï,,Ville-Marie,45.49997,-73.55571,Private room,74,1,72,2023-11-20,1.23,12,267,18,"115706, expires: 2024-11-30"
907170603999656415,Rental unit in Montréal · 4 bedrooms · 6 beds · 1 shared bath,366948627,Joe,,Ville-Marie,45.51108740132269,-73.55774360485186,Private room,269,31,0,,,22,365,0,
923281758454073270,Rental unit in Montréal · 1 bedroom · 1 bed · 3 baths,510569116,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49514857643744,-73.62082138843084,Private room,151,3,0,,,15,365,0,"532641, expires: 2024-08-27"
880770139133720103,Rental unit in Montréal · 1 bedroom · 1 bed · 3 baths,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.498248444620764,-73.62042814803166,Private room,111,31,1,2023-05-10,0.14,43,365,1,
956640434260003389,Rental unit in Montréal · 1 bedroom · 1 bed · 3 baths,510569116,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49579,-73.62066,Private room,53,31,0,,,15,270,0,
46441560,Home in Montréal · ★4.13 · 1 bedroom · 1 bed · 3 baths,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49337,-73.62561,Private room,43,31,8,2022-10-02,0.21,43,365,0,
948885328013748208,Rental unit in Montréal · 1 bedroom · 1 bed · 3 baths,510569116,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49669753028835,-73.62037334194008,Private room,249,3,0,,,15,270,0,"532641, expires: 2024-08-27"
899238497240671312,Rental unit in Montréal · 1 bedroom · 1 bed · 3 baths,510569116,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49552719050794,-73.62008613912208,Private room,88,11,1,2023-09-03,0.29,15,364,1,"532641, expires: 2024-08-27"
51977794,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,146743514,Carlos,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49175,-73.62564,Private room,119,31,2,2022-09-01,0.10,43,365,0,
49245317,Rental unit in Montréal · ★4.71 · 1 bedroom · 1 bed · 1 bath,223679880,Kas,,Ville-Marie,45.5041,-73.55648,Entire home/apt,156,2,65,2023-10-22,2.25,48,360,28,"301259, expires: 2024-02-28"
909993907696675284,Serviced apartment in Montréal · ★4.94 · Studio · 1 bed · 1 bath,382302742,Valérie,,Ville-Marie,45.5084715,-73.5596446,Entire home/apt,81,1,35,2023-12-08,6.95,24,97,35,"305696, expires: 2024-04-30"
709700979153590947,Rental unit in Montréal · ★4.59 · 1 bedroom · 1 bed · 1 bath,161290607,Jhon,,Ville-Marie,45.5121002,-73.5593226,Entire home/apt,64,31,59,2023-11-02,4.17,1,140,52,
928912183333576048,Rental unit in Montréal · Studio · 1 bed · 1 bath,117827514,Alex,,Ville-Marie,45.50383356200674,-73.58299963115086,Entire home/apt,52,31,0,,,60,101,0,
756492933790356347,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,2303079,Good Living,,Outremont,45.52214,-73.60587,Entire home/apt,95,32,12,2023-05-21,0.92,3,26,8,
1010049172949240398,Rental unit in Montréal · ★New · Studio · 1 bed · 1 bath,537914005,Maryna,,Le Plateau-Mont-Royal,45.5087498046848,-73.57839687989576,Entire home/apt,143,1,2,2023-11-04,1.36,1,211,2,"480268, expires: 2024-09-30"
662249742762007698,Rental unit in Montréal · ★4.90 · 2 bedrooms · 3 beds · 2 baths,465736670,Tong,,Villeray-Saint-Michel-Parc-Extension,45.52462920000001,-73.6223186,Entire home/apt,139,31,157,2023-11-24,8.99,2,90,99,
49809947,Rental unit in Montréal · ★4.79 · 3 bedrooms · 4 beds · 1 bath,10577012,Sebastian A.,,Ville-Marie,45.50605,-73.57841,Entire home/apt,75,31,126,2023-04-14,4.10,1,199,14,
845652257279328943,Rental unit in Montréal · ★4.10 · 2 bedrooms · 2 beds · 1 bath,438077118,Jeremie,,Le Plateau-Mont-Royal,45.521266405546044,-73.60116299560012,Entire home/apt,150,32,10,2023-08-19,1.14,11,140,10,
674828875283592182,Rental unit in Montréal · ★4.28 · 1 bedroom · 1 bed · 1 bath,190363973,Maleek,,Ville-Marie,45.51047,-73.55965,Entire home/apt,77,1,132,2023-11-25,7.83,4,341,100,"309872, expires: 2024-09-15T06:12:41Z"
21957402,Rental unit in Montréal · ★4.83 · Studio · 1 bed · 1 bath,18220686,Jan,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50005,-73.6229,Entire home/apt,58,31,6,2023-05-09,0.09,4,93,2,
42196865,Condo in Montréal · ★4.76 · 1 bedroom · 1 bed · 1 bath,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46517,-73.61712,Entire home/apt,96,1,106,2023-10-22,2.27,25,89,37,"300482, expires: 2024-09-18"
43203458,Rental unit in Montréal · ★4.74 · 2 bedrooms · 2 beds · 1 bath,487327,Louis,,Le Plateau-Mont-Royal,45.52298567184112,-73.60190035776229,Entire home/apt,116,2,112,2023-11-28,2.82,57,0,36,"300301, expires: 2024-01-31"
884058113536021820,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,214303569,Jean-Georges,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50092949383209,-73.62761947422744,Entire home/apt,84,31,1,2023-08-09,0.24,7,131,1,
732060153020855528,Rental unit in Montréal · ★4.50 · 1 bedroom · 1 bed · 1 bath,481594317,Helene,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4798,-73.6253,Entire home/apt,68,31,50,2023-11-18,3.48,10,71,41,"308201, expires: 2023-12-31"
959350556228104628,Rental unit in Montréal · 2 bedrooms · 2 beds · 1 bath,284489108,Leila,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49212779152653,-73.61180479360266,Entire home/apt,134,2,0,,,29,152,0,"296384, expires: 2024-06-30"
923945722496261948,Rental unit in Montréal · ★4.81 · 2 bedrooms · 4 beds · 1 bath,507154742,Dan,,Le Plateau-Mont-Royal,45.50866,-73.57895,Entire home/apt,101,1,20,2023-11-26,3.90,7,0,20,"245632, expires: 2024-06-17"
812654779015167975,Condo in Montréal · ★4.85 · 3 bedrooms · 4 beds · 2 baths,477823260,Posh Properties,,Ville-Marie,45.50321,-73.58067,Entire home/apt,279,31,13,2023-11-25,1.97,10,328,13,"312728, expires: 2024-04-18"
927227724781870377,Rental unit in Montréal · 1 bedroom · 1 bed · 1 shared bath,414214427,Guy Philippe,,Montréal-Nord,45.6122642,-73.60859669999999,Private room,29,31,1,2023-09-03,0.29,11,180,1,
726990428183619582,Rental unit in Montréal · ★4.52 · 1 bedroom · 1 bed · 1 bath,481594317,Helene,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4799,-73.62426,Entire home/apt,68,31,46,2023-11-20,3.26,10,65,39,"308201, expires: 2023-12-31"
30503177,Hostel in Montreal · ★4.54 · 1 bedroom · 2 beds · 1 shared bath,4238907,Eloï,,Ville-Marie,45.50214,-73.55554,Private room,86,1,58,2023-11-28,0.97,12,0,18,"115706, expires: 2024-11-30"
810988863834099553,Rental unit in Montréal · ★4.66 · 1 bedroom · 1 bed · 1 bath,420965941,MyCasa,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47185049094714,-73.6257870549635,Entire home/apt,119,31,34,2023-11-04,3.38,3,0,34,
608689706868979015,Rental unit in Montréal · ★4.57 · 1 bedroom · 2 beds · 1 bath,223679880,Kas,,Ville-Marie,45.50446,-73.55687,Entire home/apt,166,2,44,2023-10-04,2.23,48,173,11,"301259, expires: 2024-02-28"
1033680698728407610,Rental unit in Montréal · ★New · 1 bedroom · 1 bed · 1 bath,481323707,Eric,,Ville-Marie,45.51258,-73.56012,Entire home/apt,84,1,0,,,13,243,0,"327011, expires: 2024-06-21"
584985728822702960,Condo in Montréal · ★4.78 · 1 bedroom · 2 beds · 1 bath,407376475,Sadina,,Ville-Marie,45.51376,-73.55748,Entire home/apt,97,1,179,2023-12-03,8.47,5,0,94,"311559, expires: 2023-12-18"
1015408540180172573,Rental unit in Montréal · ★New · 1 bedroom · 1 bed · 1 bath,544436168,Peter,,Ville-Marie,45.5070826,-73.5529815,Entire home/apt,122,1,0,,,3,165,0,"316300, expires: 2024-10-31"
50994663,Serviced apartment in Montréal · ★4.71 · 1 bedroom · 2 beds · 1 bath,382302742,Valérie,,Ville-Marie,45.50762,-73.55917,Entire home/apt,97,1,203,2023-12-03,6.90,24,0,77,"305696, expires: 2024-04-30"
909795230471667812,Serviced apartment in Montréal · ★4.90 · 2 bedrooms · 2 beds · 1 bath,382302742,Valérie,,Ville-Marie,45.5094,-73.55994,Entire home/apt,159,1,38,2023-12-10,6.87,24,0,38,"305696, expires: 2024-04-30"
50993997,Serviced apartment in Montréal · ★4.86 · Studio · 2 beds · 1 bath,382302742,Valérie,,Ville-Marie,45.50757,-73.56064,Entire home/apt,91,1,269,2023-12-10,9.16,24,133,103,"305696, expires: 2024-04-30"
942670265157044554,Rental unit in Montréal · ★4.86 · Studio · 1 bed · 1 bath,224865057,Sonder (Montreal),,Ville-Marie,45.50456,-73.555,Entire home/apt,175,2,220,2023-11-29,46.81,54,0,220,"312297, expires: 2024-04-24"
942679137855777463,Rental unit in Montréal · ★5.0 · Studio · 1 bed · 1 bath,224865057,Sonder (Montreal),,Ville-Marie,45.50628,-73.55424,Entire home/apt,268,2,5,2023-10-21,1.13,54,158,5,"312297, expires: 2024-04-24"
25265494,Rental unit in Montréal · ★4.48 · 2 bedrooms · 4 beds · 1 bath,58076590,Berish,,Le Plateau-Mont-Royal,45.52334,-73.60409,Entire home/apt,119,1,60,2023-11-12,0.89,23,325,6,"298353, expires: 2024-09-30"
910003010058722559,Serviced apartment in Montréal · ★4.77 · 2 bedrooms · 2 beds · 1 bath,382302742,Valérie,,Ville-Marie,45.5084715,-73.5596446,Entire home/apt,145,1,38,2023-12-10,7.22,24,0,38,"305696, expires: 2024-04-30"
46511520,Rental unit in Montréal · ★5.0 · 2 bedrooms · 2 beds · 1 bath,18220686,Jan,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48209,-73.62962,Entire home/apt,80,31,3,2023-08-29,0.12,4,271,1,
46445849,Rental unit in Montreal · ★4.40 · 1 bedroom · 1 bed · 1 bath,356522751,Joey,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49602,-73.62527,Entire home/apt,68,31,60,2023-10-02,1.63,9,331,21,"312720, expires: 2024-11-27"
18388093,Rental unit in Montréal · ★4.95 · 2 bedrooms · 3 beds · 1 bath,76411191,Yves,,Outremont,45.52357,-73.61092,Entire home/apt,110,32,60,2023-07-31,0.78,1,271,4,
929791533685414404,Rental unit in Montréal · ★4.75 · 1 bedroom · 1 bed · 1 bath,3941709,Jean-François,,Le Plateau-Mont-Royal,45.52421,-73.5976,Entire home/apt,280,1,8,2023-11-24,1.59,1,284,8,"305875, expires: 2024-08-22"
782403068676842196,Rental unit in Montréal · ★5.0 · 1 bedroom · 1 bed · 1 bath,34137925,Ariane & Andrés,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.470512185663495,-73.61460205167532,Entire home/apt,70,60,3,2023-08-05,0.30,1,271,3,
684997169889595481,Rental unit in Montréal · ★4.85 · 3 bedrooms · 3 beds · 2 baths,465736670,Tong,,Mont-Royal,45.52346,-73.62122,Entire home/apt,139,31,129,2023-11-01,7.87,2,90,89,
943753248681238531,Rental unit in Montréal · ★4.82 · 1 bedroom · 1 bed · 1 bath,7758972,David,,Ville-Marie,45.50739500237934,-73.55938228951386,Entire home/apt,91,1,21,2023-12-03,4.81,2,0,21,"305696, expires: 2024-05-01T00:00:00Z"
732064640021107968,Rental unit in Montréal · ★4.58 · 1 bedroom · 1 bed · 1 bath,481594317,Helene,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48176,-73.62498,Entire home/apt,68,31,37,2023-11-04,2.69,10,0,31,"308201, expires: 2023-12-31"
25266233,Rental unit in Montréal · ★4.70 · 4 bedrooms · 6 beds · 2 baths,58076590,Berish,,Le Plateau-Mont-Royal,45.52334,-73.60409,Entire home/apt,292,1,184,2023-11-26,2.73,23,342,30,"298353, expires: 2024-09-30"
683888382046848461,Rental unit in Montréal · ★4.88 · 1 bedroom · 2 beds · 1 bath,29507854,Adam,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48934,-73.62409,Entire home/apt,120,2,65,2023-11-21,4.18,3,175,45,"313897, expires: 2024-05-31"
48884581,Rental unit in Montreal · ★4.32 · 1 bedroom · 3 beds · 1 bath,356522751,Joey,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49619,-73.62486,Entire home/apt,95,31,71,2023-10-11,2.36,9,343,20,"312720, expires: 2024-11-27"
52007085,Aparthotel in Montréal · ★4.24 · Studio · 1 bed · 1 bath,421148601,Hygie,,Ville-Marie,45.51138,-73.55156,Entire home/apt,139,1,82,2023-11-29,3.00,4,359,47,"302195, expires: 2024-08-31"
1015274237334699473,Loft in Montréal · ★New · 1 bedroom · 1 bed · 1 bath,544436168,Peter,,Ville-Marie,45.50773,-73.55375,Entire home/apt,110,2,1,2023-12-04,1,3,154,1,"316300, expires: 2024-10-31"
51624759,Rental unit in Montréal · ★4.88 · 1 bedroom · 2 beds · 1 bath,227489124,Nomade MTL,,Ville-Marie,45.50464,-73.55466,Entire home/apt,162,31,95,2023-12-03,3.36,47,335,33,"162794, expires: 2024-11-30"
852402514154295759,Rental unit in Montréal · ★4.44 · Studio · 2 beds · 1 bath,51755243,Celine,,Ville-Marie,45.51267325865341,-73.55855149481484,Entire home/apt,65,31,27,2023-11-18,3.18,2,238,27,
51362948,Rental unit in Montréal · ★4.61 · 1 bedroom · 2 beds · 1 bath,223679880,Kas,,Ville-Marie,45.50711,-73.554,Entire home/apt,166,2,83,2023-11-25,3.00,48,178,47,"296120, expires: 2024-02-28"
1003192180354530355,Rental unit in Montréal · ★4.42 · 1 bedroom · 2 beds · 1 bath,274170499,Seyed Rasool,,Ville-Marie,45.50473,-73.55569,Entire home/apt,120,1,12,2023-12-10,6.67,21,38,12,"316088, expires: 2024-10-16"
968052351824906801,Rental unit in Montréal · ★4.92 · 2 bedrooms · 3 beds · 1 bath,148154460,Lu,,Ville-Marie,45.5072094,-73.55302619999999,Entire home/apt,243,2,24,2023-12-07,7.13,1,0,24,"303698, expires: 2024-08-15"
51765017,Home in Pointe-Claire · ★4.97 · 2 bedrooms · 4 beds · 2 baths,419346559,Junxia,,Pointe-Claire,45.46908,-73.8003,Private room,186,31,71,2023-10-28,2.65,1,142,14,
990624708772285064,Rental unit in Montréal · 1 bedroom · 1 bed · 1 bath,117827514,Alex,,Ville-Marie,45.50998150995584,-73.5602810686531,Entire home/apt,89,31,0,,,60,346,0,
909964649935805682,Serviced apartment in Montréal · ★4.89 · 2 bedrooms · 3 beds · 1 bath,382302742,Valérie,,Ville-Marie,45.5084715,-73.5596446,Entire home/apt,135,1,37,2023-12-02,7.25,24,0,37,"305696, expires: 2024-04-30"
53884135,Condo in Montréal · ★4.81 · 1 bedroom · 2 beds · 1 bath,407376475,Sadina,,Ville-Marie,45.5138,-73.55686,Entire home/apt,92,1,213,2023-11-21,8.85,5,0,104,"311559, expires: 2023-12-18"
48934895,Serviced apartment in Montréal · ★4.76 · 3 bedrooms · 3 beds · 2 baths,8188625,Phil,,Ville-Marie,45.50434,-73.55305,Entire home/apt,160,2,161,2023-11-19,5.05,14,151,53,"141411, expires: 2024-09-27"
49927098,Serviced apartment in Montréal · ★4.78 · Studio · 2 beds · 1 bath,382302742,Valérie,,Ville-Marie,45.50945,-73.55894,Entire home/apt,111,1,265,2023-12-10,8.57,24,134,96,"305696, expires: 2024-04-30"
44663564,Condo in Montréal · ★4.73 · 2 bedrooms · 2 beds · 1 bath,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46574,-73.61713,Entire home/apt,113,1,129,2023-11-26,3.19,25,90,33,"300482, expires: 2024-09-18"
720446399104872013,Condo in Montréal · 2 bedrooms · 2 beds · 1 bath,230844143,Cosy,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.475340311217494,-73.60563589876388,Entire home/apt,103,2,2,2023-11-05,0.90,2,159,2,"236740, expires: 2024-10-15T00:00:00Z"
